,CelebName,CelebImageURL,Description,CelebImage
68, Manjot Singh,"https://m.media-amazon.com/images/M/MV5BNWY2N2E4Y2EtOGI2NS00YjkxLTgwMDAtNGU4MTZjN2RiZjAwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR1,0,140,209_AL_.jpg",Manjot Singh is an Indian born actor whose portrayal of young Lucky in Oye Lucky! Lucky Oye! (2008) made him accepted as dynamic sardar actor in Bollywood. Manjot had never acted before getting this first break. Manjot comes from a well educated Sikh family.                ,"[[[  5  14  18]
  [  5  14  18]
  [  6  15  19]
  ...
  [ 10  20  27]
  [ 12  20  27]
  [ 12  20  27]]

 [[  5  14  18]
  [  5  14  18]
  [  6  15  19]
  ...
  [ 10  20  27]
  [ 12  20  27]
  [ 12  20  27]]

 [[  5  14  18]
  [  5  14  18]
  [  6  15  19]
  ...
  [  9  21  27]
  [ 10  20  27]
  [ 10  20  27]]

 ...

 [[185 200 219]
  [188 203 222]
  [191 206 225]
  ...
  [196 210 228]
  [186 200 218]
  [180 194 212]]

 [[184 199 218]
  [187 202 221]
  [191 206 225]
  ...
  [194 208 226]
  [184 198 216]
  [178 192 210]]

 [[183 197 216]
  [187 201 220]
  [191 205 224]
  ...
  [186 200 218]
  [177 191 209]
  [171 185 203]]]"
69, Manu Rishi Chadha,"https://m.media-amazon.com/images/M/MV5BMmY4YzA5Y2UtYmI2Yi00MzNmLWJmZjQtYTY3YWYyYzBjYWQ3XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY209_CR115,0,140,209_AL_.jpg","Manu Rishi Chadha, one of the finest artists in our industry was born and raised in Delhi. His only dream was to become an actor and hence to hone his skills, he quit college to pursue theatre.He gave 10 years to theatre and eventually decided to move to Mumbai to give a bigger platform to his ...                ","[[[109 121 121]
  [109 121 121]
  [109 121 121]
  ...
  [109 116 109]
  [ 94 101  94]
  [ 83  90  83]]

 [[109 121 121]
  [109 121 121]
  [109 121 121]
  ...
  [ 83  90  83]
  [ 69  76  69]
  [ 60  67  60]]

 [[109 121 121]
  [109 121 121]
  [109 121 121]
  ...
  [ 55  59  53]
  [ 46  50  44]
  [ 39  43  37]]

 ...

 [[ 33  19  21]
  [ 35  21  23]
  [ 34  20  21]
  ...
  [ 35  32  18]
  [ 42  38  19]
  [ 82  80  56]]

 [[ 32  18  20]
  [ 33  20  22]
  [ 33  19  20]
  ...
  [ 37  36  22]
  [ 39  38  18]
  [ 76  74  50]]

 [[ 35  23  23]
  [ 34  24  24]
  [ 34  22  20]
  ...
  [ 42  42  30]
  [ 38  39  19]
  [ 62  62  38]]]"
70, Mehmood,"https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR14,0,140,209_AL_.jpg","Mehmood was born on September 29, 1932 in Bombay, Bombay Presidency, British India. He is known for his work on Bombay to Goa (1972), Do Phool (1974) and Main Sunder Hoon (1971). He died on July 23, 2004 in Pennsylvania, USA.                ","[[[126 113  99]
  [126 113  99]
  [127 114 100]
  ...
  [130 114 107]
  [129 113 106]
  [129 113 106]]

 [[126 113  99]
  [127 114 100]
  [127 114 100]
  ...
  [134 119 110]
  [133 117 110]
  [133 118 109]]

 [[127 114 100]
  [127 114 100]
  [128 115 101]
  ...
  [138 124 112]
  [138 123 114]
  [137 123 111]]

 ...

 [[236 224 224]
  [236 224 224]
  [236 224 224]
  ...
  [231 206 204]
  [255 241 239]
  [223 202 200]]

 [[232 220 220]
  [233 221 221]
  [235 223 223]
  ...
  [244 219 217]
  [255 239 237]
  [216 195 193]]

 [[229 215 216]
  [230 216 217]
  [233 219 220]
  ...
  [251 229 224]
  [244 224 219]
  [222 202 197]]]"
71, Mukesh Tiwari,"https://m.media-amazon.com/images/M/MV5BMjAxNzA0MzkzNl5BMl5BanBnXkFtZTcwNjMyOTM0MQ@@._V1_UY209_CR89,0,140,209_AL_.jpg","Mukesh Tiwari was born on August 24, 1969 in Sagar, Madhya Pradesh, India. He is an actor, known for Dilwale (2015), Gangaajal (2003) and Yehi Hai Zindagi (2005).                ","[[[179 172 185]
  [179 173 184]
  [182 174 184]
  ...
  [143 130 184]
  [144 131 185]
  [144 131 185]]

 [[253 244 255]
  [254 246 255]
  [254 246 255]
  ...
  [136 123 177]
  [137 124 180]
  [137 124 178]]

 [[252 241 255]
  [252 242 255]
  [253 244 254]
  ...
  [132 119 175]
  [132 118 176]
  [133 120 176]]

 ...

 [[ 46  34  54]
  [ 46  35  55]
  [ 49  40  60]
  ...
  [ 56  53  68]
  [ 59  57  69]
  [ 60  60  72]]

 [[ 54  42  62]
  [ 57  47  64]
  [ 60  54  71]
  ...
  [ 73  71  83]
  [ 74  74  86]
  [ 79  80  90]]

 [[ 69  59  76]
  [ 65  60  75]
  [ 58  58  72]
  ...
  [ 93  92 102]
  [ 97  96 106]
  [100  99 108]]]"
72, Mammootty,"https://m.media-amazon.com/images/M/MV5BOTFjOGIwMmUtY2FlMS00ZWJlLThhOWItY2RmY2JmYTc0YTk5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Malayalam film actor Mammootty was born to Ismail (an agriculturist) and Fatima (a homemaker). He had two younger brothers Ibrahim and Zakariah; and three sisters, Ameena, Sauda and Shafina. He did his high school (pre-degree) at Maharaja's College, Thevara and then studied law at Ernakulam ...                ","[[[ 29  30  28]
  [ 29  30  28]
  [ 28  29  27]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 27  28  26]
  [ 27  28  26]
  [ 26  27  25]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 25  26  24]
  [ 25  26  24]
  [ 25  26  24]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[ 32  19  97]
  [ 33  18 102]
  [ 36  17 114]
  ...
  [ 23  17  70]
  [ 23  17  72]
  [ 24  17  74]]

 [[ 36  23 101]
  [ 39  23 110]
  [ 42  22 128]
  ...
  [ 22  15  72]
  [ 23  16  73]
  [ 24  17  74]]

 [[ 28  16  92]
  [ 36  23 107]
  [ 41  27 129]
  ...
  [ 29  21  82]
  [ 27  20  77]
  [ 25  19  74]]]"
73, Makrand Deshpande,"https://m.media-amazon.com/images/M/MV5BNDcyOGU3ODctZjZiZi00OWY1LWEzYjktOTIxNTUwMTAyODMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Makrand Deshpande was born on July 3, 1958 in India. He is an actor and writer, known for Hanan (2004), Danav (2003) and Company (2002).                ","[[[116 155 134]
  [118 157 136]
  [122 160 138]
  ...
  [ 93 138 112]
  [ 98 143 117]
  [101 148 122]]

 [[114 155 134]
  [116 157 136]
  [119 161 138]
  ...
  [ 93 138 112]
  [ 96 143 117]
  [100 148 122]]

 [[113 157 134]
  [113 159 136]
  [116 162 139]
  ...
  [ 90 139 111]
  [ 94 145 117]
  [ 99 150 122]]

 ...

 [[ 82  62  57]
  [ 81  61  56]
  [ 81  61  56]
  ...
  [ 78  82  83]
  [ 75  79  80]
  [ 72  76  77]]

 [[ 82  62  57]
  [ 82  62  57]
  [ 82  62  57]
  ...
  [ 79  84  85]
  [ 77  81  82]
  [ 73  78  79]]

 [[ 79  60  53]
  [ 79  60  53]
  [ 80  61  54]
  ...
  [ 79  87  87]
  [ 79  85  84]
  [ 75  83  82]]]"
74, Madhavan,"https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_UY209_CR8,0,140,209_AL_.jpg","Madhavan was born on June 1, 1970, in a Tamil-speaking family.At the age of 18 his college entrusted him with the responsibility of representing India as a Cultural Ambassador to Canada.A year later he and three others from his college were sent to Britain as army cadets and received training in ...                ","[[[160 172 174]
  [160 172 174]
  [161 173 175]
  ...
  [131 145 144]
  [131 145 144]
  [131 145 144]]

 [[160 172 174]
  [160 172 174]
  [161 173 175]
  ...
  [128 142 141]
  [128 142 141]
  [128 142 141]]

 [[161 173 175]
  [161 173 175]
  [161 173 175]
  ...
  [126 140 139]
  [126 140 139]
  [126 140 139]]

 ...

 [[225 201 177]
  [232 210 185]
  [222 205 179]
  ...
  [175 119  70]
  [180 124  77]
  [183 127  80]]

 [[230 206 182]
  [233 211 186]
  [222 204 181]
  ...
  [175 119  70]
  [180 124  77]
  [183 127  80]]

 [[222 199 177]
  [226 203 181]
  [227 206 185]
  ...
  [170 115  64]
  [174 121  71]
  [179 126  76]]]"
75, Mohanlal,"https://m.media-amazon.com/images/M/MV5BYjFjZGRjMWYtZTA5MS00OTZkLWI1MjctNDQ2NmQzMWM1NzRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Mohanlal was born to Viswanathan Nair (father) and Santhakumari (mother) in Pathanamthitta district of Kerala, in the southern part of India on 21st May 1960. Starting his career with a classic villain role, he has now become an outstanding actor of Malayalam Cinema in Kerala. Without no doubt, ...                ","[[[ 90 176 218]
  [ 90 176 218]
  [ 88 174 216]
  ...
  [221 241 252]
  [233 246 254]
  [239 250 254]]

 [[ 91 177 219]
  [ 90 176 218]
  [ 89 175 217]
  ...
  [221 241 252]
  [233 246 254]
  [238 249 253]]

 [[ 91 177 219]
  [ 90 176 218]
  [ 89 175 217]
  ...
  [220 240 251]
  [233 246 254]
  [238 249 253]]

 ...

 [[250 254 255]
  [249 254 255]
  [244 254 254]
  ...
  [114 119 128]
  [102 106 117]
  [101 105 116]]

 [[250 254 255]
  [249 254 255]
  [244 254 254]
  ...
  [103 108 117]
  [ 97 101 112]
  [100 104 115]]

 [[248 254 253]
  [246 254 253]
  [244 255 253]
  ...
  [ 94  98 109]
  [ 91  97 108]
  [ 97 103 114]]]"
76, Mita Vasisht,"https://m.media-amazon.com/images/M/MV5BNGQ4YjkyMzMtM2E4OS00YmMzLWEyY2YtYjY0ZmUzYmEzNzFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg","Mita Vashisht is an Indian television, film and theater actress, who graduated from National School of Drama, New Delhi in 1987.She was born in Pune, Maharashtra, India to Rajeshwar Dutt Vasisht, a retired Colonel in the Indian Army and Meenakshi Mehta Vasisht, a teacher and musician.She had her ...                ","[[[208 226 233]
  [208 226 233]
  [208 226 233]
  ...
  [210 226 233]
  [210 226 233]
  [210 226 233]]

 [[208 226 233]
  [208 226 233]
  [208 226 233]
  ...
  [210 226 233]
  [210 226 233]
  [210 226 233]]

 [[208 226 233]
  [208 226 233]
  [208 226 233]
  ...
  [210 226 233]
  [210 226 233]
  [210 226 233]]

 ...

 [[ 19  28  25]
  [ 18  29  26]
  [ 29  38  41]
  ...
  [ 17  24  33]
  [ 31  44  58]
  [ 56  72  89]]

 [[ 26  33  28]
  [ 28  37  34]
  [ 38  48  48]
  ...
  [ 29  34  43]
  [ 33  43  53]
  [ 54  66  76]]

 [[ 34  42  41]
  [ 38  48  48]
  [ 39  50  54]
  ...
  [ 58  71  87]
  [ 56  72  85]
  [ 56  73  86]]]"
77, Manoj Bajpayee,"https://m.media-amazon.com/images/M/MV5BMzUxODk5MmEtZGQxOC00NzUxLWI5YTEtYWFjMjZmZTIwNTA5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR8,0,140,209_AL_.jpg","Manoj Bajpayee was born on April 23, 1969 in Belwa, Bihar, India. He is known for his work on Gangs of Wasseypur (2012), Satya (1998) and Aks (2001). He has been married to Neha since February 23, 2005.                ","[[[162 161 171]
  [162 161 171]
  [163 162 172]
  ...
  [ 73  70  96]
  [ 69  66  92]
  [ 67  64  90]]

 [[162 161 171]
  [163 162 172]
  [163 162 172]
  ...
  [ 71  68  94]
  [ 70  67  93]
  [ 69  66  92]]

 [[163 162 172]
  [163 162 172]
  [163 162 172]
  ...
  [ 69  66  92]
  [ 71  68  94]
  [ 72  69  95]]

 ...

 [[101 130 191]
  [104 135 198]
  [101 132 201]
  ...
  [117 135 206]
  [114 129 198]
  [104 120 187]]

 [[ 99 128 189]
  [105 133 197]
  [102 131 200]
  ...
  [116 134 205]
  [105 123 194]
  [ 96 116 187]]

 [[100 127 191]
  [105 133 198]
  [ 99 128 197]
  ...
  [103 121 192]
  [ 86 111 183]
  [ 81 111 182]]]"
78, Manoj Joshi,"https://m.media-amazon.com/images/M/MV5BMDdmMDUzMGUtNjBiYy00ZDdiLTlhZWItYmE3MjNjNGViM2U0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR2,0,140,209_AL_.jpg","Manoj Joshi is an India film and television actor. Joshi began his career in Marathi theatre, also putting up performances in Gujarati and Hindi theatre. He has also acted in over 60 films since 1998, many of his roles being comedic. His earliest well known serials include Chanakya, Ek Mahal Ho ...                ","[[[ 39  31  24]
  [ 39  31  24]
  [ 39  31  24]
  ...
  [ 30  22  15]
  [ 30  22  15]
  [ 30  22  15]]

 [[ 39  31  24]
  [ 39  31  24]
  [ 39  31  24]
  ...
  [ 31  23  16]
  [ 31  23  16]
  [ 31  23  16]]

 [[ 39  31  24]
  [ 39  31  24]
  [ 39  31  24]
  ...
  [ 32  24  17]
  [ 32  24  17]
  [ 32  24  17]]

 ...

 [[238 225 209]
  [232 221 207]
  [252 246 235]
  ...
  [237 240 238]
  [237 240 238]
  [237 240 238]]

 [[236 225 211]
  [230 221 208]
  [252 246 235]
  ...
  [240 243 241]
  [240 243 241]
  [240 243 241]]

 [[232 224 211]
  [231 225 214]
  [243 241 231]
  ...
  [239 240 238]
  [240 241 239]
  [241 242 240]]]"
79, Madhuri Dixit,"https://m.media-amazon.com/images/M/MV5BNTk0OTFkZGItYTQxMi00YTUwLTlkMGEtMTIyZDNlNDc0MzRlXkEyXkFqcGdeQXVyMTgzNTY5OTc@._V1_UY209_CR34,0,140,209_AL_.jpg","Madhuri Dixit is one of the most acclaimed actors and Kathak dancers Bollywood have ever witnessed. Born in a Marathi Brahmin Koknastha family to Mr. Shankar and Mrs. Snehlata, Madhuri Dixit has two sisters Rupa, Bharti, and brother Ajit. She performed decently well in her academics and aspired to ...                ","[[[133 173 192]
  [133 173 192]
  [134 174 193]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 [[133 173 192]
  [134 174 193]
  [134 174 193]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 [[136 173 193]
  [136 173 193]
  [137 174 194]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 ...

 [[ 78  58 255]
  [ 71  51 247]
  [ 70  51 244]
  ...
  [ 75  82 245]
  [ 73  79 246]
  [ 71  77 244]]

 [[ 77  57 253]
  [ 69  52 245]
  [ 71  53 244]
  ...
  [ 75  82 245]
  [ 75  79 244]
  [ 71  77 242]]

 [[ 76  60 251]
  [ 68  54 242]
  [ 68  54 239]
  ...
  [ 78  83 246]
  [ 78  80 244]
  [ 74  79 242]]]"
80, Mohnish Bahl,"https://m.media-amazon.com/images/M/MV5BZWRlMmFiZWUtYWY3Ni00NDkwLWFlZmQtOWE2NjI2MDUzYTczXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR4,0,140,209_AL_.jpg","Mohnish Bahl was born on February 14, 1963 in Bombay, Maharashtra, India. He is known for his work on Hum Aapke Hain Koun...! (1994), Sanjivani: A Medical Boon (2002) and Baaghi: A Rebel for Love (1990). He has been married to Ekta Bahl since 1992. They have two children.                ","[[[164 176 180]
  [165 177 181]
  [165 177 181]
  ...
  [209 220 224]
  [209 220 224]
  [209 220 224]]

 [[164 176 180]
  [164 176 180]
  [165 177 181]
  ...
  [210 221 225]
  [210 221 225]
  [210 221 225]]

 [[163 175 179]
  [164 176 180]
  [165 177 181]
  ...
  [211 222 226]
  [211 222 226]
  [211 222 226]]

 ...

 [[ 67  51  45]
  [ 75  59  53]
  [ 79  60  55]
  ...
  [ 51  36  33]
  [ 53  38  35]
  [ 56  41  38]]

 [[ 72  53  48]
  [ 80  61  56]
  [ 81  62  57]
  ...
  [ 39  26  24]
  [ 38  25  23]
  [ 37  24  22]]

 [[ 69  49  44]
  [ 78  58  53]
  [ 89  70  65]
  ...
  [ 49  37  37]
  [ 35  25  25]
  [ 29  19  19]]]"
81, Mithun Chakraborty,"https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY209_CR6,0,140,209_AL_.jpg","Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti. He is an actor, known for OMG: Oh My God! (2012), Vivekananda (1994) and Guru (2007). He has been married to Yogeeta Bali since July 1982. They have four children. He was previously ...                ","[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[10 16 15]
  [ 9 14 13]
  [ 9 11 11]
  ...
  [21 16 17]
  [18 13 14]
  [19 14 15]]

 [[15 17 17]
  [13 15 15]
  [12 12 12]
  ...
  [22 17 18]
  [15 10 11]
  [14  9 10]]

 [[17 12 13]
  [16 11 12]
  [16 11 12]
  ...
  [19 14 16]
  [16 11 13]
  [15 10 12]]]"
82, Mukesh Khanna,"https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_UY209_CR90,0,140,209_AL_.jpg","Mukesh Khanna was born on July 19, 1958 in Bombay, State of Bombay, India. He is an actor and producer, known for Mahabharat (1988), Hera Pheri (2000) and Shaktimaan (1997).                ","[[[38 47 56]
  [38 47 56]
  [38 47 56]
  ...
  [56 63 72]
  [56 63 72]
  [56 63 72]]

 [[38 47 56]
  [38 47 56]
  [38 47 56]
  ...
  [56 63 72]
  [56 63 72]
  [56 63 72]]

 [[38 47 56]
  [38 47 56]
  [38 47 56]
  ...
  [56 63 72]
  [56 63 72]
  [56 63 72]]

 ...

 [[41 49 86]
  [39 49 83]
  [40 48 85]
  ...
  [19 15 14]
  [19 15 14]
  [20 16 15]]

 [[34 41 74]
  [36 43 76]
  [38 47 80]
  ...
  [24 20 19]
  [23 19 18]
  [23 19 18]]

 [[44 49 80]
  [48 53 84]
  [46 54 84]
  ...
  [24 20 19]
  [24 20 19]
  [23 19 18]]]"
83, Mukul Dev,"https://m.media-amazon.com/images/M/MV5BODhjYmUzZTctNWY3Yy00ZDBmLTk0NzEtMzg3YzlhYzA0NGI2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg","Mukul Dev was born on November 30, 1970 in Delhi, India. He is an actor and writer, known for 21 Sarfarosh Saragarhi 1897 (2018), Omerta (2017) and Ssshhhh... Koi Hai (2001).                ","[[[  7  15  32]
  [  7  15  32]
  [  7  16  30]
  ...
  [ 69  81  87]
  [ 82  95 103]
  [ 85  98 106]]

 [[  8  16  33]
  [  8  16  33]
  [  8  16  33]
  ...
  [ 69  81  87]
  [ 81  94 102]
  [ 84  97 105]]

 [[  9  16  35]
  [ 10  18  35]
  [ 10  18  35]
  ...
  [ 70  81  89]
  [ 81  93 103]
  [ 82  94 104]]

 ...

 [[ 74  61  63]
  [ 74  61  63]
  [ 74  61  63]
  ...
  [ 48  37  39]
  [ 48  37  39]
  [ 47  36  38]]

 [[ 74  61  63]
  [ 74  61  63]
  [ 72  61  63]
  ...
  [ 48  37  39]
  [ 48  37  39]
  [ 47  36  38]]

 [[ 74  61  63]
  [ 72  61  63]
  [ 70  62  63]
  ...
  [ 46  35  37]
  [ 46  35  37]
  [ 46  35  37]]]"
84, Madhubala,"https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_UY209_CR11,0,140,209_AL_.jpg","Arguably the most beautiful artiste to ever grace the Indian screen, Madhubala rose from humble beginnings to become the most captivating star India has ever produced. Madhubala was born Mumtaz Jehan Begum on Valentine's Day 1933, in a poor, conservative family of Pathan Muslims in Delhi, a part of...                ","[[[ 18  18  18]
  [ 18  18  18]
  [ 19  19  19]
  ...
  [ 22  22  22]
  [ 23  23  23]
  [ 24  24  24]]

 [[ 18  18  18]
  [ 19  19  19]
  [ 20  20  20]
  ...
  [ 21  21  21]
  [ 22  22  22]
  [ 23  23  23]]

 [[ 18  18  18]
  [ 19  19  19]
  [ 20  20  20]
  ...
  [ 20  20  20]
  [ 21  21  21]
  [ 21  21  21]]

 ...

 [[124 124 124]
  [115 115 115]
  [113 113 113]
  ...
  [142 142 142]
  [130 130 130]
  [109 109 109]]

 [[128 128 128]
  [126 126 126]
  [125 125 125]
  ...
  [124 124 124]
  [120 120 120]
  [106 106 106]]

 [[128 128 128]
  [130 130 130]
  [141 141 141]
  ...
  [112 112 112]
  [111 111 111]
  [104 104 104]]]"
85, Meena Kumari,"https://m.media-amazon.com/images/M/MV5BMTM2NjQ1Nzg2N15BMl5BanBnXkFtZTcwNDkyNjAzMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg","Born 1933 into a poor Parsee theatre family of Ali Bux and dancer Iqbal begum in Bombay, Maharashtra, India. Entered films to support family in difficult times. She was six when hired for Leatherface (1939) in 1939 by Vijay Bhatt and named Baby Meena. Later she became Meena Kumari when cast for ...                ","[[[ 47  53  58]
  [ 48  54  59]
  [ 49  55  60]
  ...
  [ 48  51  56]
  [ 49  52  57]
  [ 49  52  57]]

 [[ 49  55  60]
  [ 50  56  61]
  [ 51  57  62]
  ...
  [ 54  57  62]
  [ 56  59  64]
  [ 57  60  65]]

 [[ 50  56  61]
  [ 51  57  62]
  [ 53  59  64]
  ...
  [ 59  62  67]
  [ 61  64  69]
  [ 63  66  71]]

 ...

 [[ 64  70  75]
  [ 67  73  78]
  [ 53  59  64]
  ...
  [ 70  61  47]
  [ 63  54  40]
  [ 61  52  38]]

 [[ 42  48  53]
  [ 35  41  46]
  [ 32  38  43]
  ...
  [ 87  78  64]
  [ 79  70  56]
  [ 79  70  56]]

 [[ 41  47  52]
  [ 42  48  53]
  [ 18  24  29]
  ...
  [130 124  95]
  [129 123  94]
  [128 122  93]]]"
86, Mala Sinha,"https://m.media-amazon.com/images/M/MV5BMWUyNzlkMDEtMGY4My00M2QwLWEzYjktMzk1YjliNDhiYzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR6,0,140,209_AL_.jpg","Mala Sinha was born on November 11, 1936 in Calcutta, Bengal Presidency, British India as Alda Sinha. She is known for her work on Jahan Ara (1964), Himalay Ki Godmein (1965) and Pyaasa (1957).                ","[[[102  94 111]
  [111 103 120]
  [110 101 121]
  ...
  [ 57  43  55]
  [ 46  32  44]
  [ 48  34  46]]

 [[ 70  62  79]
  [123 115 132]
  [144 135 155]
  ...
  [101  86 100]
  [ 85  70  84]
  [ 85  70  84]]

 [[ 78  67  87]
  [120 109 129]
  [161 150 170]
  ...
  [101  85 103]
  [ 93  77  95]
  [111  95 113]]

 ...

 [[ 61  39  91]
  [ 73  55 114]
  [ 96  85 157]
  ...
  [ 66  45 124]
  [ 70  47 131]
  [ 70  47 132]]

 [[ 52  30  72]
  [ 69  49 102]
  [105  93 169]
  ...
  [ 65  46 125]
  [ 69  50 131]
  [ 69  49 132]]

 [[ 60  34  57]
  [ 48  27  60]
  [ 50  36  94]
  ...
  [ 69  49 122]
  [ 72  50 128]
  [ 71  50 129]]]"
87, Manoj Pahwa,"https://m.media-amazon.com/images/M/MV5BMDM4MTY3YzAtYmJlMC00YjdjLTg4YzgtZTJiMzI5NzJjODg2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR4,0,140,209_AL_.jpg","Manoj Pahwa is an actor, known for Article 15 (2019), Mulk (2018) and Being Cyrus (2005).                ","[[[ 30  62 103]
  [ 21  60  99]
  [ 15  63 105]
  ...
  [  1   0 107]
  [  1   0 107]
  [  1   0 105]]

 [[  6  38  81]
  [  0  36  78]
  [  0  44  88]
  ...
  [  2   0 106]
  [  2   1 105]
  [  2   1 105]]

 [[ 23  56 102]
  [ 16  50  96]
  [ 12  52 101]
  ...
  [  1   3 103]
  [  1   4 102]
  [  1   4 102]]

 ...

 [[  0   2   0]
  [  1   5   0]
  [  6   9   7]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  5   6   2]
  [  6  10   5]
  [  0   1   0]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[  3   1   1]
  [  0   0   0]
  [  0   1   2]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
88, Manoj Kumar,"https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_UY209_CR34,0,140,209_AL_.jpg","Manoj Kumar was born on July 24, 1937 in Abbottabad, North-West Frontier Province, British India as Harikishen Giri Goswami. He is an actor and writer, known for Roti Kapada Aur Makaan (1974), Upkar (1967) and Shor (1972).                ","[[[ 84 113 110]
  [ 98 127 124]
  [ 93 118 120]
  ...
  [ 85  88  92]
  [ 92  95  99]
  [101 104 108]]

 [[ 87 116 113]
  [ 99 128 125]
  [ 98 123 125]
  ...
  [ 76  79  83]
  [ 83  86  90]
  [ 92  95  99]]

 [[ 88 115 112]
  [104 131 128]
  [106 129 131]
  ...
  [ 67  68  72]
  [ 72  73  77]
  [ 82  83  87]]

 ...

 [[192 206 218]
  [191 205 217]
  [191 205 217]
  ...
  [ 30  34 122]
  [ 42  48 137]
  [ 33  41 130]]

 [[194 210 222]
  [193 209 221]
  [192 208 220]
  ...
  [ 35  41 136]
  [ 47  53 148]
  [ 40  48 141]]

 [[189 207 218]
  [190 208 219]
  [190 208 219]
  ...
  [ 43  51 152]
  [ 53  62 159]
  [ 62  74 168]]]"
89, Nassar,"https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_UY209_CR87,0,140,209_AL_.jpg","Nassar is one of the most acclaimed actors in India. He is the current president of South Indian Actors Association. Nassar is well known for Thevar Magan (1992), Bombay (1995), Anbe Sivam (2003) and Nayakan (1987).Nassar was born on 5 March 1958 to Mehaboob Basha and Mumtaz in Chengalpattu, Tamil ...                ","[[[  9  11  21]
  [  9  11  21]
  [  9  11  21]
  ...
  [ 15  16  26]
  [ 16  17  27]
  [ 18  19  29]]

 [[  9  11  21]
  [  9  11  21]
  [  9  11  21]
  ...
  [ 15  16  26]
  [ 16  17  27]
  [ 18  19  29]]

 [[  9  11  21]
  [  9  11  21]
  [  9  11  21]
  ...
  [ 15  16  26]
  [ 17  18  28]
  [ 18  19  29]]

 ...

 [[ 18  20  20]
  [ 19  21  21]
  [ 20  22  22]
  ...
  [ 41  25  26]
  [ 64  48  49]
  [107  91  92]]

 [[ 24  26  26]
  [ 25  27  27]
  [ 27  29  29]
  ...
  [107  91  92]
  [152 136 137]
  [130 114 115]]

 [[ 36  35  37]
  [ 39  38  40]
  [ 37  36  38]
  ...
  [173 158 156]
  [243 228 226]
  [204 191 189]]]"
